year,department,isic_section,sector_label,value
2022,chuquisaca,I,Actividades de alojamiento y de servicio de comidas y bebidas,104.06367626636975
2022,chuquisaca,J,Comunicación e informaciones,100.91765519255561
2022,chuquisaca,K,Actividades financieras y de seguros,117.20117654922119
2022,chuquisaca,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",116.68612593673737
2022,chuquisaca,O,Administracion publica,100.32254243523207
2022,chuquisaca,P,Enseñanza,97.84985152413486
2022,chuquisaca,Q,Actividades de atencion de la salud humana y de asistencia social,127.0429707123433
2022,chuquisaca,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",104.54954356412392
2023,chuquisaca,,Impuestos netos de subvenciones a los productos,94.27436367379552
2023,chuquisaca,,PRODUCTO  INTERNO  BRUTO(1),101.9084639623291
2023,chuquisaca,,VALOR AGREGADO BRUTO,102.44359794343744
2023,chuquisaca,A,"Agricultura, ganaderia, silvicultura y pesca",131.49992208844557
2023,chuquisaca,B,Actividad extractiva,105.90116597071685
2023,chuquisaca,C,Industrias manufactureras,93.97240654847275
2023,chuquisaca,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",104.67308067965932
2023,chuquisaca,F,Construcción,47.523066160771606
2023,chuquisaca,G,Comercio; reparacion de vehículos automotores y motocicletas,112.88681577319258
2023,chuquisaca,H,Transporte y almacenamiento,92.5896218880377
2023,chuquisaca,I,Actividades de alojamiento y de servicio de comidas y bebidas,108.3801748636445
2023,chuquisaca,J,Comunicación e informaciones,101.79840863572267
2023,chuquisaca,K,Actividades financieras y de seguros,124.54286449747653
2023,chuquisaca,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",109.59330858293171
2023,chuquisaca,O,Administracion publica,106.56003369398766
2023,chuquisaca,P,Enseñanza,98.8414867571106
2023,chuquisaca,Q,Actividades de atencion de la salud humana y de asistencia social,141.88613869038136
2023,chuquisaca,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",81.98642461072235
2024,chuquisaca,,Impuestos netos de subvenciones a los productos,87.78606736961412
2024,chuquisaca,,PRODUCTO  INTERNO  BRUTO(1),101.58235682850183
2024,chuquisaca,,VALOR AGREGADO BRUTO,102.5450503145479
2024,chuquisaca,A,"Agricultura, ganaderia, silvicultura y pesca",147.1325352556447
2024,chuquisaca,B,Actividad extractiva,83.59402870442435
